id,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total
1786,Carmen Martin,ESP,female,5/29/1988,1.72,72,handball,0,0,0,0
1787,Carmen Marton,AUS,female,6/30/1986,1.72,67,taekwondo,0,0,0,0
1788,Carmen Patricia Martinez,PAR,female,12/26/1982,1.6,55,athletics,0,0,0,0
1789,Carmiesha Cox,BAH,female,5/16/1995,1.635,56,athletics,0,0,0,0
1790,Carmine Tommasone,ITA,male,3/30/1984,1.67,57,boxing,0,0,0,0
1791,Carola Salvatella,ESP,female,7/8/1994,1.71,58,hockey,0,0,0,0
1792,Carolena Carstens,PAN,female,1/18/1996,1.68,57,taekwondo,0,0,0,0
1793,Carolin Golubytskyi,GER,female,12/19/1985,1.67,57,fencing,0,0,0,0
1794,Carolin Schafer,GER,female,12/5/1991,1.78,65,athletics,0,0,0,0
1795,Carolina Aguirre,COL,female,1/29/1996,1.6,59,archery,0,0,0,0
1796,Carolina Arbelaez,COL,female,3/8/1995,1.61,55,football,0,0,0,0
1797,Carolina Arias,COL,female,9/2/1990,1.59,52,football,0,0,0,0
1798,Carolina Castillo Hidalgo,COL,female,11/4/1990,1.57,48,wrestling,0,0,0,0
1799,Carolina Marin,ESP,female,6/15/1993,1.72,65,badminton,1,0,0,1
1800,Carolina Rodriguez,ESP,female,5/24/1986,1.64,48,gymnastics,0,0,0,0
1801,Carolina Rodriguez Gutierrez,MEX,female,9/30/1993,1.63,80,cycling,0,0,0,0
1802,Carolina Routier,ESP,female,4/23/1990,1.72,60,triathlon,0,0,0,0
1803,Carolina Werner,GER,female,3/2/1994,1.68,58,sailing,0,0,0,0
1804,Caroline Buchanan,AUS,female,10/24/1990,1.65,68,cycling,0,0,0,0
1805,Caroline Garcia,FRA,female,10/16/1993,1.77,61,tennis,0,0,0,0
1806,Caroline Kumahara,BRA,female,7/27/1995,1.66,58,table tennis,0,0,0,0
1807,Caroline Ladagnous,FRA,female,9/22/1988,1.72,65,rugby sevens,0,0,0,0
1808,Caroline Marton,AUS,female,4/14/1984,1.68,56,taekwondo,0,0,0,0
1809,Caroline Masson,GER,female,5/14/1989,1.73,72,golf,0,0,0,0
1810,Caroline Seger,SWE,female,3/19/1985,1.73,62,football,0,1,0,1
1811,Caroline Wozniacki,DEN,female,7/11/1990,1.79,65,tennis,0,0,0,0
1812,Carolle Zahi,FRA,female,6/12/1994,1.7,66,athletics,0,0,0,0
1813,Carrie Smith,AUS,female,1/28/1995,1.65,55,sailing,0,0,0,0
1814,Carsten Mogensen,DEN,male,7/24/1983,1.88,75,badminton,0,0,0,0
1815,Carvin Nkanata,KEN,male,5/6/1991,1.84,78.5,athletics,0,0,0,0
1816,Casey Dumont,AUS,female,1/25/1992,1.8,82,football,0,0,0,0
1817,Casey Eichfeld,USA,male,11/15/1989,1.78,77,canoe,0,0,0,0
1818,Casey Patterson,USA,male,4/20/1980,1.99,88,volleyball,0,0,0,0
1819,Casey Sablowski,AUS,female,3/19/1989,1.7,62,hockey,0,0,0,0
1820,Casper Mortensen,DEN,male,12/14/1989,1.9,88,handball,1,0,0,1
1821,Casper Nielsen,DEN,male,4/29/1994,1.8,70,football,0,0,0,0
1822,Casper Pedersen,DEN,male,3/15/1996,1.86,74,cycling,0,0,0,0
1823,Casper von Folsach,DEN,male,3/30/1993,1.91,82,cycling,0,0,1,1
1824,Cassandre Beaugrand,FRA,female,5/23/1997,1.77,54,triathlon,0,0,0,0
1825,Cassio Cesar Rippel,BRA,male,5/2/1978,1.93,95,shooting,0,0,0,0
1826,Cassio Rivetti,UKR,male,2/20/1980,1.75,65,equestrian,0,0,0,0
1827,Caster Semenya,RSA,female,1/7/1991,1.78,70,athletics,1,0,0,1
1828,Catalina Elena Escobar Gomez,COL,female,9/21/1990,1.56,50,gymnastics,0,0,0,0
1829,Catalina Perez,COL,female,11/8/1994,1.74,60,football,0,0,0,0
1830,Catalina Ponor,ROU,female,8/20/1987,1.56,47,gymnastics,0,0,0,0
1831,Catalina Usme,COL,female,12/25/1989,1.68,67,football,0,0,0,0
1832,Cate Campbell,AUS,female,5/20/1992,1.86,74,aquatics,1,1,0,2
1833,Caterine Ibarguen,COL,female,2/12/1984,1.85,70,athletics,1,0,0,1
1834,Catharine Pendrel,CAN,female,9/30/1980,1.66,50,cycling,0,0,1,1
1835,Catherine Abilla,KEN,female,4/1/1989,1.62,56,rugby sevens,0,0,0,0
1836,Catherine Beauchemin-Pinard,CAN,female,6/26/1994,1.61,57,judo,0,0,0,0
1837,Catherine Bertone,ITA,female,5/6/1972,1.6,45,athletics,0,0,0,0
1838,Catherine Bott,NZL,female,4/22/1995,1.65,62,football,0,0,0,0
1839,Catherine Meili,USA,female,4/16/1991,1.71,61,aquatics,1,0,1,2
1840,Catherine Skinner,AUS,female,2/11/1990,1.72,80,shooting,1,0,0,1
1841,Cathrine Dufour,DEN,female,1/2/1992,1.7,68,equestrian,0,0,0,0
1842,Catia Azevedo,POR,female,3/9/1994,1.7,50,athletics,0,0,0,0
1843,Catriel Andres Soto,ARG,male,4/29/1987,1.75,68,cycling,0,0,0,0
1844,Catriona Matthew,GBR,female,8/25/1969,1.63,60,golf,0,0,0,0
1845,Cayla George,AUS,female,5/1/1989,1.92,90,basketball,0,0,0,0
1846,Caylee Watson,ISV,female,10/10/1994,1.86,89,aquatics,0,0,0,0
1847,Cazuo Matsumoto,BRA,male,8/2/1985,1.8,88,table tennis,0,0,0,0
1848,Cecil Afrika,RSA,male,3/3/1988,1.75,75,rugby sevens,0,0,1,1
1849,Cecile Pieper,GER,female,8/31/1994,1.66,56,hockey,0,0,1,1
1850,Cecilia Berder,FRA,female,12/13/1989,1.74,65,fencing,0,0,0,0
1851,Cecilia Bouele,CGO,female,1/7/1993,1.66,60,athletics,0,0,0,0
1852,Cecilia Carranza Saroli,ARG,female,12/29/1986,1.64,63,sailing,1,0,0,1
1853,Cecilia Perez,MEX,female,11/1/1991,1.65,53,triathlon,0,0,0,0
1854,Cecilia Wollmann,BER,female,1/23/1998,1.64,60,sailing,0,0,0,0
1855,Cedric Charlier,BEL,male,11/27/1987,1.81,81,hockey,0,1,0,1
1856,Cedric Dubler,AUS,male,1/13/1995,1.865,95.5,athletics,0,0,0,0
1857,Cedric Sorhaindo,FRA,male,6/7/1984,1.92,110,handball,0,1,0,1
1858,Ceiber David Avila,COL,male,5/26/1989,1.63,91,boxing,0,0,0,0
1859,Cejhae Greene,ANT,male,10/6/1995,1.74,72,athletics,0,0,0,0
1860,Celeste Plak,NED,female,10/26/1995,1.9,90,volleyball,0,0,0,0
1861,Celestin Nihorimbere,BDI,male,1/11/1993,1.67,55,athletics,0,0,0,0
1862,Celestine Masinde,KEN,female,1/12/1987,1.62,60,rugby sevens,0,0,0,0
1863,Celiangeli Morales,PUR,female,11/2/1985,1.65,63,athletics,0,0,0,0
1864,Celine Distel-Bonnet,FRA,female,5/25/1987,1.7,59,athletics,0,0,0,0
1865,Celine Goberville,FRA,female,9/19/1986,1.56,53,shooting,0,0,0,0
1866,Celio Dias,POR,male,2/8/1993,1.88,90,judo,0,0,0,0
1867,Celma Bonfim da Graca,STP,female,12/23/1977,1.65,58,athletics,0,0,0,0
1868,Celso Oliveira,BRA,male,10/28/1988,1.88,88,canoe,0,0,0,0
1869,Celtus Williams Abiola Dossou Yovo,BEN,male,4/1/1986,1.75,89,judo,0,0,0,0
1870,Cem Yilmaz,TUR,male,6/3/1982,1.8,70,rowing,0,0,0,0
1871,Cenk Ildem,TUR,male,1/5/1986,1.8,98,wrestling,0,0,1,1
1872,Cesar Augusto Almeida,BRA,male,1/6/1989,1.88,98,handball,0,0,0,0
1873,Cesar Castro,BRA,male,9/2/1982,1.75,73,aquatics,0,0,0,0
1874,Cesar Ernesto de Cesare,ECU,male,7/12/1980,1.9,92,canoe,0,0,0,0
1875,Cesar Marcano,VEN,male,10/22/1987,1.77,76,cycling,0,0,0,0
1876,Cesar Montes,MEX,male,2/24/1997,1.91,70,football,0,0,0,0
1877,Cesar Sempere,ESP,male,5/26/1984,1.82,86,rugby sevens,0,0,0,0
1878,Cesar Y. Ruiz,CUB,male,1/18/1995,1.84,77,athletics,0,0,0,0
1879,Chad Guy Bertrand le Clos,RSA,male,4/12/1992,1.9,83,aquatics,0,2,0,2
1880,Chad Ho,RSA,male,6/21/1990,1.72,75,aquatics,0,0,0,0
1881,Chaebin Im,KOR,male,10/29/1991,1.69,75,cycling,0,0,0,0
1882,Chafik Bouaoud,ALG,male,2/12/1999,1.77,74,shooting,0,0,0,0
1883,Chagnaadorj Usukhbayar,MGL,male,5/6/1997,1.55,56,weightlifting,0,0,0,0
1884,Chahinez Nasri,TUN,female,6/3/1996,1.68,51,athletics,0,0,0,0
1885,Chaim Schalk,CAN,male,4/23/1986,1.95,88,volleyball,0,0,0,0
1886,Chain Singh,IND,male,4/5/1989,1.72,68,shooting,0,0,0,0
1887,Chakir Ansari,MAR,male,6/22/1991,1.68,57,wrestling,0,0,0,0
1888,Chala Beyo,ETH,male,1/18/1996,1.76,58,athletics,0,0,0,0
1889,Chamara Repiyallage,SRI,male,5/10/1992,1.6,73,judo,0,0,0,0
1890,Chamberlain Oguchi,NGR,male,4/28/1986,1.98,90,basketball,0,0,0,0
1891,Chandanda Thimmaiah,IND,male,1/18/1991,1.71,61,hockey,0,0,0,0
1892,Chandong Lee,KOR,male,1/10/1993,1.83,83,football,0,0,0,0
1893,Changgeun Lee,KOR,male,8/30/1993,1.785,74.5,football,0,0,0,0
1894,Changhoon Kwon,KOR,male,6/30/1994,1.74,66,football,0,0,0,0
1895,Changjin Moon,KOR,male,7/12/1993,1.7,63,football,0,0,0,0
1896,Changju Kim,KOR,male,9/20/1985,1.78,69,sailing,0,0,0,0
1897,Changmin Lee,KOR,male,1/20/1994,1.78,74,football,0,0,0,0
1898,Changning Zhang,CHN,female,11/6/1995,1.93,79,volleyball,1,0,0,1
1899,Changrim An,KOR,male,3/2/1994,1.7,73,judo,0,0,0,0
1900,Changrui Xue,CHN,male,5/31/1991,1.88,75,athletics,0,0,0,0
1901,Changzhou Huang,CHN,male,8/20/1994,1.86,73,athletics,0,0,0,0
1902,Chanice Chase,CAN,female,8/6/1993,1.73,61,athletics,0,0,0,0
1903,Chantal Achterberg,NED,female,4/16/1985,1.72,72,rowing,0,1,0,1
1904,Chantal Hoffmann,LUX,female,10/30/1987,1.67,62,cycling,0,0,0,0
1905,Chantal Van Landeghem,CAN,female,3/5/1994,1.8,77,aquatics,0,0,1,1
1906,Chantelle Esau,RSA,female,12/14/1990,1.63,52,football,0,0,0,0
1907,Chanu Saikhom Mirabai,IND,female,8/8/1994,1.45,48,weightlifting,0,0,0,0
1908,Chao He,CHN,male,2/11/1992,1.68,67,aquatics,0,0,0,0
1909,Chao Xu,CHN,male,11/5/1994,1.85,82,cycling,0,0,0,0
1910,Chao Yue,CHN,female,1/5/1991,1.65,50,athletics,0,0,0,0
1911,Chao Zhou,CHN,female,1/12/1987,1.7,70,judo,0,0,0,0
1912,Chaopan Lin,CHN,male,8/27/1995,1.63,60,gymnastics,0,0,1,1
1913,Charity Williams,CAN,female,10/20/1996,1.62,68,rugby sevens,0,0,1,1
1914,Charlene Woitha,GER,female,8/21/1993,1.78,77,athletics,0,0,0,0
1915,Charles Albert Shone Conwell,USA,male,11/2/1997,1.76,71.5,boxing,0,0,0,0
1916,Charles Chibana,BRA,male,9/11/1989,1.63,66,judo,0,0,0,0
1917,Charles Cole,USA,male,6/21/1986,1.94,90,rowing,0,0,0,0
1918,Charles Correa,BRA,male,10/9/1992,1.59,58,canoe,0,0,0,0
1919,Charles Fernandez,GUA,male,12/28/1995,1.81,74,modern pentathlon,0,0,0,0
1920,Charles Grethen,LUX,male,6/2/1992,1.8,68,athletics,0,0,0,0
1921,Charles Jock,USA,male,11/23/1989,1.91,74,athletics,0,0,0,0
1922,Charles Kahudi,FRA,male,7/19/1986,1.97,104,basketball,0,0,0,0
1923,Charles Philibert-Thiboutot,CAN,male,12/31/1990,1.82,63,athletics,0,0,0,0
1924,Charles Yosei Muneria,KEN,male,2/10/1996,1.67,55,athletics,0,0,0,0
1925,Charley Hull,GBR,female,3/20/1996,1.7,70,golf,0,0,0,0
1926,Charlie Buckingham,USA,male,1/16/1989,1.88,81,sailing,0,0,0,0
1927,Charlie Grice,GBR,male,11/7/1993,1.82,70,athletics,0,0,0,0
1928,Charline Mathias,LUX,female,5/23/1992,1.73,60,athletics,0,0,0,0
1929,Charline Picon,FRA,female,12/23/1984,1.69,57,sailing,1,0,0,1
1930,Charline van Snick,BEL,female,9/2/1990,1.57,48,judo,0,0,0,0
1931,Charlotta Fougberg,SWE,female,6/19/1985,1.65,51,athletics,0,0,0,0
1932,Charlotte Becker,GER,female,5/19/1983,1.73,64,cycling,0,0,0,0
1933,Charlotte Bonin,ITA,female,2/10/1987,1.73,60,triathlon,0,0,0,0
1934,Charlotte Bonnet,FRA,female,2/14/1995,1.75,64,aquatics,0,0,0,0
1935,Charlotte Caslick,AUS,female,3/9/1995,1.72,65,rugby sevens,1,0,0,1
1936,Charlotte Dobson,GBR,female,6/5/1986,1.68,62,sailing,0,0,0,0
1937,Charlotte Dujardin,GBR,female,7/12/1985,1.7,57,equestrian,1,1,0,2
1938,Charlotte Harrison,NZL,female,7/31/1989,1.67,55,hockey,0,0,0,0
1939,Charlotte Lembach,FRA,female,4/1/1988,1.64,57,fencing,0,0,0,0
1940,Charlotte Mordasini,SWE,female,12/31/1988,1.71,60,equestrian,0,0,0,0
1941,Charlotte Stapenhorst,GER,female,6/15/1995,1.68,68,hockey,0,0,1,1
1942,Charlotte Sutherland,AUS,female,6/26/1991,1.8,76,rowing,0,0,0,0
1943,Charlotte Taylor,GBR,female,8/14/1985,1.65,57,rowing,0,0,0,0
1944,Charlotte Wingfield,MLT,female,11/30/1994,1.73,69,athletics,0,0,0,0
1945,Charly Coronel Suarez,PHI,male,8/14/1988,1.68,77.5,boxing,0,0,0,0
1946,Chase Kalisz,USA,male,3/7/1994,1.94,86,aquatics,0,1,0,1
1947,Chatchai Butdee,THA,male,3/26/1985,1.66,81.5,boxing,0,0,0,0
1948,Chatuphum Chinnawong,THA,male,7/19/1993,1.67,77,weightlifting,0,0,0,0
1949,Chaunte Lowe,USA,female,1/12/1984,1.76,59,athletics,0,0,0,0
1950,Chavaughn Walsh,ANT,male,12/29/1987,1.8,72,athletics,0,0,0,0
1951,Cheick Sallah Junior Cisse,CIV,male,9/19/1993,1.9,64,taekwondo,1,0,0,1
1952,Chelsea Jaensch,AUS,female,1/6/1985,1.63,56,athletics,0,0,0,0
1953,Chelsea Lea Gubecka,AUS,female,9/8/1998,1.62,62,aquatics,0,0,0,0
1954,Chen Gao,CHN,female,8/11/1992,1.7,58,football,0,0,0,0
1955,Chen Shen,CHN,female,7/28/1990,1.71,62,fencing,0,0,0,0
1956,Chen Xu,CHN,male,11/29/1984,1.88,82,badminton,0,0,0,0
1957,Chen-Ling Lien,TPE,female,1/31/1988,1.68,57,judo,0,0,0,0
1958,Chenggang Yu,CHN,male,2/23/1984,1.81,72,rowing,0,0,0,0
1959,Chenglong Zhang,CHN,male,5/12/1989,1.73,65,gymnastics,0,0,1,1
1960,Chengxin Yin,CHN,female,2/5/1995,1.7,55,aquatics,0,1,0,1
1961,Chenlu Qin,CHN,male,10/24/1992,1.75,70,cycling,0,0,0,0
1962,Cherif Younousse Samba,QAT,male,5/22/1995,1.94,77,volleyball,0,0,0,0
1963,Cheslin Kolbe,RSA,male,10/28/1993,1.79,89,rugby sevens,0,0,1,1
1964,Chi-Chung Tan,TPE,male,2/24/1990,1.55,56,weightlifting,0,0,0,0
1965,Chia Hsin Tsai,TPE,male,7/25/1982,1.82,82,badminton,0,0,0,0
1966,Chia Ying Wu,TPE,female,10/25/1992,1.55,47,shooting,0,0,0,0
1967,Chia-Chia Chuang,TPE,female,5/14/1989,1.79,65,taekwondo,0,0,0,0
1968,Chiaki Tomita,JPN,female,10/18/1993,1.65,55,rowing,0,0,0,0
1969,Chiara Bazzoni,ITA,female,7/5/1984,1.72,58,athletics,0,0,0,0
1970,Chiara Cainero,ITA,female,3/24/1978,1.71,81,shooting,0,1,0,1
1971,Chiara Masini Luccetti,ITA,female,3/26/1993,1.71,63,aquatics,0,0,0,0
1972,Chiara Tabani,ITA,female,8/27/1994,1.76,72,aquatics,0,1,0,1
1973,Chico Ramos,POR,male,4/10/1995,1.85,80,football,0,0,0,0
1974,Chido Dzingirai,ZIM,female,10/25/1991,1.72,69,football,0,0,0,0
1975,Chieh Chen,TPE,male,5/8/1992,1.82,73,athletics,0,0,0,0
1976,Chien-An Chen,TPE,male,6/16/1991,1.7,72,table tennis,0,0,0,0
1977,Chien-Ho Hsieh,TPE,female,11/25/1987,1.64,48,athletics,0,0,0,0
1978,Chien-Hung Pan,TPE,male,8/7/1988,1.69,69,weightlifting,0,0,0,0
1979,Chien-Ying Le,TPE,female,4/17/1990,1.65,69,archery,0,0,1,1
1980,Chierika Ukogu,NGR,female,10/2/1992,1.8,67,rowing,0,0,0,0
1981,Chih Kai Lee,TPE,male,4/3/1996,1.7,65,gymnastics,0,0,0,0
1982,Chih-Yuan Chuang,TPE,male,4/2/1981,1.68,60,table tennis,0,0,0,0
1983,Chiharu Nakamura,JPN,female,4/25/1988,1.63,63,rugby sevens,0,0,0,0
1984,Chihiro Igarashi,JPN,female,5/24/1995,1.7,63,aquatics,0,0,0,0
1985,Chijindu Ujah,GBR,male,3/5/1994,1.82,81,athletics,0,0,0,0
1986,Chika Aoki,JPN,female,2/21/1990,1.58,54,fencing,0,0,0,0
1987,Chilsung Park,KOR,male,7/8/1982,1.73,67,athletics,0,0,0,0
1988,Chin-Ping Ho,TPE,male,10/23/1983,1.73,60,athletics,0,0,0,0
1989,Chinglensana Kangujam,IND,male,12/2/1991,1.69,72,hockey,0,0,0,0
1990,Chinwe Okoro,NGR,female,6/20/1989,1.78,102,athletics,0,0,0,0
1991,Chinzorig Baatarsukh,MGL,male,9/21/1991,1.74,85.33333333,boxing,0,0,0,0
1992,Chirine Njeim,LIB,female,10/4/1984,1.695,68.66666667,athletics,0,0,0,0
1993,Chisato Fukushima,JPN,female,6/27/1988,1.65,52,athletics,0,0,0,0
1994,Chisato Yokoo,JPN,female,5/22/1992,1.64,60,rugby sevens,0,0,0,0
1995,Chiu Mang Tang,HKG,male,7/24/1990,1.8,72,rowing,0,0,0,0
1996,Chloe Bulleux,FRA,female,11/18/1991,1.72,65,handball,0,1,0,1
1997,Chloe Dalton,AUS,female,7/11/1993,1.8,72,rugby sevens,1,0,0,1
1998,Chloe Dygert,USA,female,1/1/1997,1.76,66,cycling,0,1,0,1
1999,Chloe Esposito,AUS,female,9/19/1991,1.68,55,modern pentathlon,1,0,0,1
2000,Chloe Leurquin,BEL,female,8/9/1990,1.69,57,golf,0,0,0,0
2001,Chloe Logarzo,AUS,female,12/22/1994,1.65,55,football,0,0,0,0
2002,Chloe Magee,IRL,female,11/29/1988,1.65,61,badminton,0,0,0,0
2003,Chloe Marie Helene Sauvourel,CAF,female,6/18/1999,1.66,68,aquatics,0,0,0,0
2004,Chloe Rayner,AUS,female,9/18/1996,1.55,48,judo,0,0,0,0
2005,Chloe Tipple,NZL,female,6/5/1991,1.78,80,shooting,0,0,0,0
2006,Chloe Tutton,GBR,female,7/17/1996,1.68,62,aquatics,0,0,0,0
2007,Chloe Woodruff,USA,female,7/21/1987,1.58,51,cycling,0,0,0,0
2008,Choaib Belhaj Salah,TUN,male,6/4/1987,1.94,93,volleyball,0,0,0,0
2009,Chol Pak,PRK,male,11/8/1990,1.65,53,athletics,0,0,0,0
2010,Chong Wei Lee,MAS,male,10/21/1982,1.7,68,badminton,0,1,0,1
2011,Chouaib Bouloudinats,ALG,male,1/8/1987,1.82,74,boxing,0,0,0,0
2012,Chris Adcock,GBR,male,4/27/1989,1.83,80,badminton,0,0,0,0
2013,Chris Anker Sorensen,DEN,male,9/5/1984,1.84,65,cycling,0,0,0,0
2014,Chris Baker,GBR,male,2/2/1991,1.94,80,athletics,0,0,0,0
2015,Chris Bartley,GBR,male,2/2/1984,1.78,72,rowing,0,0,0,0
2016,Chris Benard,USA,male,4/9/1990,1.91,83,athletics,0,0,0,0
2017,Chris Bennett,GBR,male,12/17/1989,1.88,115,athletics,0,0,0,0
2018,Chris Brown,BAH,male,10/15/1978,1.78,75,athletics,0,0,1,1
2019,Chris Ciriello,AUS,male,10/1/1985,1.82,83,hockey,0,0,0,0
2020,Chris Erickson,AUS,male,12/1/1981,1.75,60,athletics,0,0,0,0
2021,Chris Goulding,AUS,male,10/24/1988,1.92,93,basketball,0,0,0,0
2022,Chris Grube,GBR,male,1/22/1985,1.94,72,sailing,0,0,0,0
2023,Chris Langridge,GBR,male,5/2/1985,1.8,72.5,badminton,0,0,1,1
2024,Chris Mears,GBR,male,2/7/1993,1.73,73,aquatics,1,0,0,1
2025,Chris O'Hare,GBR,male,11/23/1990,1.78,63,athletics,0,0,0,0
2026,Chris Walker-Hebborn,GBR,male,7/1/1990,1.84,84,aquatics,0,1,0,1
2027,Chris Winter,CAN,male,7/22/1986,1.88,75,athletics,0,0,0,0
2028,Chris Wyles,USA,male,9/13/1983,1.83,95,rugby sevens,0,0,0,0
2029,Chrisann Gordon,JAM,female,9/18/1994,1.68,65,athletics,0,1,0,1
2030,Chrishuna Williams,USA,female,3/31/1993,1.61,54,athletics,0,0,0,0
2031,Christa Harmotto Dietzen,USA,female,10/12/1986,1.88,79,volleyball,0,0,1,1
2032,Christabel Nettey,CAN,female,6/2/1991,1.62,57,athletics,0,0,0,0
2033,Christania Williams,JAM,female,10/17/1994,1.65,63,athletics,0,1,0,1
2034,Christelle Daunay,FRA,female,12/5/1974,1.62,43,athletics,0,0,0,0
2035,Christelle Tchoudjang Nana,CMR,female,7/7/1989,1.84,80,volleyball,0,0,0,0
2036,Christen Press,USA,female,12/29/1988,1.7,60,football,0,0,0,0
2037,Christiaan Varenhorst,NED,male,5/6/1990,2.11,104,volleyball,0,0,0,0
2038,Christian Ahlmann,GER,male,12/17/1974,1.89,80,equestrian,0,0,1,1
2039,Christian Amoah,GHA,male,7/25/1999,1.84,84,weightlifting,0,0,0,0
2040,Christian Baumann,SUI,male,2/25/1995,1.63,60,gymnastics,0,0,0,0
2041,Christian Coleman,USA,male,3/6/1996,1.76,72,athletics,0,0,0,0
2042,Christian Diener,GER,male,6/3/1993,1.82,82,aquatics,0,0,0,0
2043,Christian Dissinger,GER,male,11/15/1991,2.03,105,handball,0,0,1,1
2044,Christian Guenter,GER,male,2/28/1993,1.84,82,football,0,0,0,0
2045,Christian Kreienbuhl,SUI,male,6/6/1981,1.86,68,athletics,0,0,0,0
2046,Christian Mbilli,FRA,male,4/26/1995,1.75,72.33333333,boxing,0,0,0,0
2047,Christian Nassif Djidagui,CAF,male,1/1/1994,1.805,76.66666667,aquatics,0,0,0,0
2048,Christian Peter Lubeck,DEN,male,4/23/1991,1.86,81,sailing,0,0,0,0
2049,Christian Presciutti,ITA,male,11/27/1982,1.84,87,aquatics,0,0,1,1
2050,Christian Reichert,GER,male,2/7/1985,1.88,83,aquatics,0,0,0,0
2051,Christian Reitz,GER,male,4/29/1987,1.84,90,shooting,1,0,0,1
2052,Christian Taylor,USA,male,6/18/1990,1.88,81,athletics,1,0,0,1
2053,Christian Vom Lehn,GER,male,4/14/1992,1.9,78,aquatics,0,0,0,0
2054,Christian Zillekens,GER,male,12/29/1995,1.79,68,modern pentathlon,0,0,0,0
2055,Christian Zimmermann,PLE,male,12/12/1961,1.66,60,equestrian,0,0,0,0
2056,Christianne Legentil,MRI,female,5/27/1992,1.53,52,judo,0,0,0,0
2057,Christin Hussong,GER,female,3/17/1994,1.86,84,athletics,0,0,0,0
2058,Christina Epps,USA,female,6/20/1991,1.76,65,athletics,0,0,0,0
2059,Christina Hering,GER,female,10/9/1994,1.85,63,athletics,0,0,0,0
2060,Christina Obergfoll,GER,female,8/22/1981,1.75,79,athletics,0,0,0,0
2061,Christina Schwanitz,GER,female,12/24/1985,1.8,115,athletics,0,0,0,0
2062,Christine Amertil,BAH,female,8/18/1979,1.68,54,athletics,0,0,0,0
2063,Christine Bjerendal,SWE,female,2/3/1987,1.61,59,archery,0,0,0,0
2064,Christine Botlogetswe,BOT,female,10/1/1995,1.645,55,athletics,0,0,0,0
2065,Christine Day,JAM,female,8/23/1986,1.68,51,athletics,0,1,0,1
2066,Christine Kalmer,RSA,female,2/10/1986,1.72,55,athletics,0,0,0,0
2067,Christine Majerus,LUX,female,2/25/1987,1.74,57,cycling,0,0,0,0
2068,Christine Ohuruogu,GBR,female,5/17/1984,1.72,70,athletics,0,0,1,1
2069,Christine Roper,CAN,female,5/15/1990,1.88,90,rowing,0,0,0,0
2070,Christine Sinclair,CAN,female,6/12/1983,1.76,68,football,0,0,1,1
2071,Christine Wenzel,GER,female,7/10/1981,1.71,63,shooting,0,0,0,0
2072,Christine Wolf,AUT,female,3/5/1989,1.72,63,golf,0,0,0,0
2073,Christinna Pedersen,DEN,female,5/12/1986,1.78,68,badminton,0,1,0,1
2074,Christodoulos Kolomvos,GRE,male,10/26/1988,1.86,103,aquatics,0,0,0,0
2075,Christoph Fildebrandt,GER,male,5/27/1989,1.93,80,aquatics,0,0,0,0
2076,Christoph Harting,GER,male,4/10/1990,2.07,123,athletics,1,0,0,1
2077,Christoph Martin Meier,LIE,male,1/3/1993,1.97,95,aquatics,0,0,0,0
2078,Christophe Lemaitre,FRA,male,6/11/1990,1.9,74,athletics,0,0,1,1
2079,Christophen McPHERSON,BRA,male,6/19/1984,1.85,77,hockey,0,0,0,0
2080,Christopher Brooks,USA,male,12/19/1986,1.73,74,gymnastics,0,0,0,0
2081,Christopher Burton,AUS,male,11/22/1981,1.8,70,equestrian,0,0,1,1
2082,Christopher Cargo,IRL,male,2/18/1986,1.82,79,hockey,0,0,0,0
2083,Christopher Froome,GBR,male,5/20/1985,1.85,69,cycling,0,0,1,1
2084,Christopher George,TTO,male,12/25/1983,1.925,80,judo,0,0,0,0
2085,Christopher Guccione,AUS,male,7/30/1985,2,91,tennis,0,0,0,0
2086,Christopher Harris,NZL,male,10/19/1985,1.87,89,rowing,0,0,0,0
2087,Christopher Juul Jensen,DEN,male,7/6/1989,1.85,75,cycling,0,0,0,0
2088,Christopher Linke,GER,male,10/24/1988,1.91,66,athletics,0,0,0,0
2089,Christopher Morgan,AUS,male,12/15/1982,1.91,90,rowing,0,0,0,0
2090,Christopher Patrick Reid,RSA,male,1/10/1996,1.98,98,aquatics,0,0,0,0
2091,Christopher Ruhr,GER,male,12/19/1993,1.8,77,hockey,0,0,1,1
2092,Christopher Valdez,DOM,male,11/1/1994,1.7,63,athletics,0,0,0,0
2093,Christopher Wesley,GER,male,6/23/1987,1.92,88,hockey,0,0,1,1
2094,Christos Afroudakis,GRE,male,5/23/1984,1.88,88,aquatics,0,0,0,0
2095,Christos Katrantzis,GRE,male,3/30/1992,1.88,78,aquatics,0,0,0,0
2096,Christos Volikakis,GRE,male,3/25/1988,1.7,85,cycling,0,0,0,0
2097,Chu-En Lai,TPE,male,7/23/1996,1.68,105,boxing,0,0,0,0
2098,Chuluunbat Jargalsaikhan,MGL,male,12/3/1984,1.84,125,wrestling,0,0,0,0
2099,Chun Hei Reginald Lee,HKG,male,1/25/1994,1.7,72,badminton,0,0,0,0
2100,Chun Hing Chan,HKG,male,4/24/1981,1.7,70,cycling,0,0,0,0
2101,Chun Leung Michael Cheng,HKG,male,4/30/1994,1.82,74,sailing,0,0,0,0
2102,Chun Ting Wong,HKG,male,9/7/1991,1.7,70,table tennis,0,0,0,0
2103,Chun Wing Leung,HKG,male,1/20/1994,1.76,73,cycling,0,0,0,0
